UserID,RecommendationRank,CourseID,CourseName,CourseCategory,CourseType,CourseLevel,CourseRating,Score
U00909,1,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,9.54
U00909,2,CR00001,Python Basics,Programming,Paid,Beginner,4.74,8.896
U00909,3,CR00005,Full Stack Development,Programming,Free,Beginner,1.28,8.512
U00909,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00909,5,CR00002,Java Programming,Programming,Free,Intermediate,2.43,5.972
U00910,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00910,2,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00910,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00910,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00910,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00911,1,CR00015,Leadership Essentials,Business,Paid,Beginner,1.96,7.784
U00911,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00911,3,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00911,4,CR00013,Finance for Startups,Business,Free,Advanced,2.0,5.8
U00911,5,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,5.54
U00912,1,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,9.572
U00912,2,CR00034,Data Encryption,Cybersecurity,Paid,Intermediate,1.35,7.54
U00912,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00912,4,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,5.952
U00912,5,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00913,1,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,9.068
U00913,2,CR00051,HTML & CSS,Web Development,Paid,Advanced,1.3,7.52
U00913,3,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,6.327999999999999
U00913,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00913,5,CR00052,JavaScript Mastery,Web Development,Free,Beginner,2.2,5.88
U00914,1,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,9.888
U00914,2,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,6.916
U00914,3,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,6.192
U00914,4,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00914,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00915,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00915,2,CR00046,AI for Beginners,Artificial Intelligence,Paid,Beginner,1.2,7.48
U00915,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00915,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00915,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00916,1,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,9.44
U00916,2,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00916,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00916,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00916,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00917,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,9.26
U00917,2,CR00012,Business Strategy,Business,Paid,Advanced,3.64,8.456
U00917,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00917,4,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00917,5,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,5.068
U00918,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,9.46
U00918,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00918,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00918,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00918,5,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00919,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,9.26
U00919,2,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00919,3,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00919,4,CR00011,Entrepreneurship 101,Business,Paid,Intermediate,2.69,5.0760000000000005
U00919,5,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,5.068
U00920,1,CR00044,Personal Finance,Finance,Paid,Intermediate,2.75,8.1
U00920,2,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,6.656
U00920,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00920,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00920,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00921,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,9.26
U00921,2,CR00013,Finance for Startups,Business,Free,Advanced,2.0,8.8
U00921,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00921,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00921,5,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00922,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00922,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,9.044
U00922,3,CR00006,Graphic Design Basics,Design,Paid,Advanced,2.72,8.088000000000001
U00922,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00922,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00923,1,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,8.952
U00923,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00923,3,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,6.572
U00923,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00923,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00924,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00924,2,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,6.572
U00924,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00924,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00924,5,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,5.764
U00925,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00925,2,CR00046,AI for Beginners,Artificial Intelligence,Paid,Beginner,1.2,7.48
U00925,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00925,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00925,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00926,1,CR00041,Financial Accounting,Finance,Paid,Beginner,2.47,7.988
U00926,2,CR00042,Investment Strategies,Finance,Free,Intermediate,4.1,6.64
U00926,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00926,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00926,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00927,1,CR00013,Finance for Startups,Business,Free,Advanced,2.0,8.8
U00927,2,CR00012,Business Strategy,Business,Paid,Advanced,3.64,8.456
U00927,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00927,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00927,5,CR00011,Entrepreneurship 101,Business,Paid,Intermediate,2.69,5.0760000000000005
U00928,1,CR00024,Big Data Analytics,Data Science,Paid,Advanced,2.57,8.028
U00928,2,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00928,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00928,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00928,5,CR00025,Statistical Analysis,Data Science,Paid,Beginner,3.74,5.496
U00929,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00929,2,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00929,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00929,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00929,5,CR00025,Statistical Analysis,Data Science,Paid,Beginner,3.74,5.496
U00930,1,CR00047,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,2.68,8.072
U00930,2,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,6.4559999999999995
U00930,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00930,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00930,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00931,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00931,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00931,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00931,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00931,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00932,1,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,9.068
U00932,2,CR00051,HTML & CSS,Web Development,Paid,Advanced,1.3,7.52
U00932,3,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,6.327999999999999
U00932,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00932,5,CR00052,JavaScript Mastery,Web Development,Free,Beginner,2.2,5.88
U00933,1,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,9.54
U00933,2,CR00001,Python Basics,Programming,Paid,Beginner,4.74,8.896
U00933,3,CR00005,Full Stack Development,Programming,Free,Beginner,1.28,8.512
U00933,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00933,5,CR00002,Java Programming,Programming,Free,Intermediate,2.43,5.972
U00934,1,CR00040,Leadership in Projects,Project Management,Paid,Beginner,1.51,7.604
U00934,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00934,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00934,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00934,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00935,1,CR00025,Statistical Analysis,Data Science,Paid,Beginner,3.74,8.496
U00935,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00935,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00935,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00935,5,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00936,1,CR00060,Content Creation,Digital Marketing,Free,Beginner,2.14,8.856
U00936,2,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,6.864
U00936,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00936,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00936,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00937,1,CR00028,Deep Learning,Machine Learning,Paid,Advanced,3.89,8.556000000000001
U00937,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,6.892
U00937,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00937,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00937,5,CR00030,Reinforcement Learning,Machine Learning,Free,Intermediate,1.73,5.692
U00938,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,6.78
U00938,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,6.0440000000000005
U00938,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00938,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00938,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00939,1,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,9.208
U00939,2,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00939,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00939,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00939,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00940,1,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,9.572
U00940,2,CR00034,Data Encryption,Cybersecurity,Paid,Intermediate,1.35,7.54
U00940,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00940,4,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,5.952
U00940,5,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00941,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,6.26
U00941,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00941,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00941,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00941,5,CR00013,Finance for Startups,Business,Free,Advanced,2.0,5.8
U00942,1,CR00041,Financial Accounting,Finance,Paid,Beginner,2.47,7.988
U00942,2,CR00042,Investment Strategies,Finance,Free,Intermediate,4.1,6.64
U00942,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00942,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00942,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00943,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00943,2,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,6.572
U00943,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00943,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00943,5,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,5.764
U00944,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00944,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00944,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00944,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00944,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00945,1,CR00040,Leadership in Projects,Project Management,Paid,Beginner,1.51,7.604
U00945,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00945,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00945,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00945,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00946,1,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,9.644
U00946,2,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,6.916
U00946,3,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,6.192
U00946,4,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00946,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00947,1,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,9.776
U00947,2,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,6.864
U00947,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00947,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00947,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00948,1,CR00044,Personal Finance,Finance,Paid,Intermediate,2.75,8.1
U00948,2,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,6.656
U00948,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00948,4,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00948,5,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,5.644
U00949,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00949,2,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00949,3,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00949,4,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00949,5,CR00027,Neural Networks,Machine Learning,Free,Advanced,1.81,5.724
U00950,1,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,6.776
U00950,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00950,3,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00950,4,CR00060,Content Creation,Digital Marketing,Free,Beginner,2.14,5.856
U00950,5,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,5.644
U00951,1,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,6.776
U00951,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00951,3,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00951,4,CR00060,Content Creation,Digital Marketing,Free,Beginner,2.14,5.856
U00951,5,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,5.644
U00952,1,CR00013,Finance for Startups,Business,Free,Advanced,2.0,8.8
U00952,2,CR00012,Business Strategy,Business,Paid,Advanced,3.64,8.456
U00952,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00952,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00952,5,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00953,1,CR00049,Deep Learning,Artificial Intelligence,Paid,Intermediate,3.11,8.244
U00953,2,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,6.4559999999999995
U00953,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00953,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00953,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00954,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,9.26
U00954,2,CR00012,Business Strategy,Business,Paid,Advanced,3.64,8.456
U00954,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00954,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00954,5,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00955,1,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,6.656
U00955,2,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00955,3,CR00014,Sales Mastery,Business,Free,Advanced,3.15,5.26
U00955,4,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00955,5,CR00044,Personal Finance,Finance,Paid,Intermediate,2.75,5.1
U00956,1,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,9.872
U00956,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00956,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00956,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00956,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00957,1,CR00055,Full-Stack Web Development,Web Development,Paid,Advanced,4.74,8.896
U00957,2,CR00051,HTML & CSS,Web Development,Paid,Advanced,1.3,7.52
U00957,3,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,6.327999999999999
U00957,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00957,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00958,1,CR00060,Content Creation,Digital Marketing,Free,Beginner,2.14,8.856
U00958,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00958,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00958,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00958,5,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,5.656
U00959,1,CR00027,Neural Networks,Machine Learning,Free,Advanced,1.81,8.724
U00959,2,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00959,3,CR00029,Natural Language Processing,Machine Learning,Free,Beginner,1.13,5.452
U00959,4,CR00014,Sales Mastery,Business,Free,Advanced,3.15,5.26
U00959,5,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,5.068
U00960,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00960,2,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,8.608
U00960,3,CR00006,Graphic Design Basics,Design,Paid,Advanced,2.72,8.088000000000001
U00960,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00960,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00961,1,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00961,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00961,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00961,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00961,5,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,5.656
U00962,1,CR00013,Finance for Startups,Business,Free,Advanced,2.0,8.8
U00962,2,CR00012,Business Strategy,Business,Paid,Advanced,3.64,8.456
U00962,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00962,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00962,5,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00963,1,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,8.952
U00963,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00963,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00963,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00963,5,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,5.764
U00964,1,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,9.916
U00964,2,CR00018,Social Media Marketing,Marketing,Free,Advanced,2.01,8.804
U00964,3,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,6.888
U00964,4,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,6.644
U00964,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00965,1,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,9.776
U00965,2,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,6.864
U00965,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00965,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00965,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00966,1,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,6.54
U00966,2,CR00004,Advanced Python,Programming,Free,Beginner,2.88,6.152
U00966,3,CR00001,Python Basics,Programming,Paid,Beginner,4.74,5.896
U00966,4,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00966,5,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00967,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00967,2,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00967,3,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00967,4,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00967,5,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,5.656
U00968,1,CR00029,Natural Language Processing,Machine Learning,Free,Beginner,1.13,8.452
U00968,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,6.892
U00968,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00968,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00968,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00969,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00969,2,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00969,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00969,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00969,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00970,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,6.26
U00970,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00970,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00970,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00970,5,CR00013,Finance for Startups,Business,Free,Advanced,2.0,5.8
U00971,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,6.4559999999999995
U00971,2,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00971,3,CR00014,Sales Mastery,Business,Free,Advanced,3.15,5.26
U00971,4,CR00049,Deep Learning,Artificial Intelligence,Paid,Intermediate,3.11,5.244
U00971,5,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00972,1,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00972,2,CR00046,AI for Beginners,Artificial Intelligence,Paid,Beginner,1.2,7.48
U00972,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00972,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00972,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00973,1,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,9.068
U00973,2,CR00051,HTML & CSS,Web Development,Paid,Advanced,1.3,7.52
U00973,3,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,6.327999999999999
U00973,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00973,5,CR00052,JavaScript Mastery,Web Development,Free,Beginner,2.2,5.88
U00974,1,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,6.776
U00974,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00974,3,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00974,4,CR00060,Content Creation,Digital Marketing,Free,Beginner,2.14,5.856
U00974,5,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,5.644
