UserID,Age,Gender,TotalCoursesEnrolled,EnrollmentFrequency,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,CategoryDiversity,LearningDepthIndex,TotalSpending,Cluster,SegmentName
U00575,35,Male,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U00576,16,Male,13,2.1666666666666665,77.05692307692308,Digital Marketing,Advanced,3.3969230769230774,9,2.230769230769231,1001.74,4,Highly Engaged AI Explorers
U00577,17,Female,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00578,26,Male,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U00579,34,Male,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U00580,24,Female,3,1.0,0.0,Cybersecurity,Beginner,2.75,3,1.3333333333333333,0.0,2,Cybersecurity Beginners
U00581,32,Female,2,1.0,44.795,Artificial Intelligence,Advanced,2.675,2,2.5,89.59,0,AI Beginner Learners
U00582,26,Male,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U00583,21,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U00584,31,Female,14,1.5555555555555556,182.84642857142856,Finance,Intermediate,2.7164285714285716,8,2.2142857142857144,2559.85,4,Highly Engaged AI Explorers
U00585,19,Female,2,1.0,0.0,Machine Learning,Beginner,2.2249999999999996,2,1.0,0.0,6,Advanced Machine Learning Learners
U00586,21,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U00587,22,Female,2,1.0,173.355,Programming,Advanced,2.54,2,2.0,346.71,2,Cybersecurity Beginners
U00588,24,Male,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U00589,19,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U00590,19,Male,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00591,35,Male,2,1.0,0.0,Data Science,Beginner,2.87,2,1.5,0.0,3,Data Science Beginners
U00592,18,Female,14,1.75,68.79857142857142,Artificial Intelligence,Beginner,3.4057142857142857,8,1.7142857142857142,963.18,4,Highly Engaged AI Explorers
U00593,23,Male,2,1.0,44.795,Artificial Intelligence,Advanced,2.3449999999999998,2,2.5,89.59,0,AI Beginner Learners
U00594,20,Male,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U00595,29,Male,14,1.5555555555555556,76.81857142857143,Design,Beginner,2.6028571428571428,9,1.9285714285714286,1075.46,4,Highly Engaged AI Explorers
U00596,26,Male,2,2.0,88.67,Digital Marketing,Advanced,3.605,2,2.0,177.34,5,Digital Marketing Learners
U00597,28,Female,1,1.0,248.1,Artificial Intelligence,Beginner,1.2,1,1.0,248.1,0,AI Beginner Learners
U00598,28,Male,1,1.0,415.51,Artificial Intelligence,Intermediate,3.11,1,2.0,415.51,0,AI Beginner Learners
U00599,33,Male,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00600,21,Male,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U00601,24,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U00602,25,Female,3,1.0,0.0,Digital Marketing,Beginner,3.85,3,1.3333333333333333,0.0,5,Digital Marketing Learners
U00603,35,Male,2,1.0,0.39,Finance,Advanced,3.995,2,2.5,0.78,2,Cybersecurity Beginners
U00604,30,Female,14,1.5555555555555556,47.317142857142855,Machine Learning,Advanced,2.843571428571429,9,2.0,662.4399999999999,4,Highly Engaged AI Explorers
U00605,30,Female,3,1.5,39.22666666666667,Artificial Intelligence,Advanced,3.643333333333333,3,2.0,117.68,0,AI Beginner Learners
U00606,33,Female,2,2.0,0.0,Business,Advanced,3.255,2,2.0,0.0,1,Business Advanced Learners
U00607,30,Male,2,1.0,142.995,Artificial Intelligence,Advanced,1.25,2,2.0,285.99,0,AI Beginner Learners
U00608,31,Male,1,1.0,0.0,Programming,Intermediate,2.43,1,2.0,0.0,2,Cybersecurity Beginners
U00609,33,Female,4,1.3333333333333333,81.9975,Business,Advanced,2.8275,4,2.0,327.99,1,Business Advanced Learners
U00610,19,Male,1,1.0,0.0,Marketing,Advanced,4.79,1,3.0,0.0,8,Advanced Marketing Learners
U00611,30,Male,2,1.0,207.755,Artificial Intelligence,Intermediate,3.065,2,2.0,415.51,0,AI Beginner Learners
U00612,23,Male,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U00613,24,Male,2,1.0,245.45,Artificial Intelligence,Beginner,2.915,2,1.0,490.9,0,AI Beginner Learners
U00614,23,Female,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U00615,20,Male,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00616,19,Female,2,1.0,0.0,Cybersecurity,Beginner,3.035,2,1.5,0.0,2,Cybersecurity Beginners
U00617,18,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U00618,22,Male,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U00619,32,Female,12,1.5,53.054166666666674,Cybersecurity,Intermediate,3.4450000000000003,9,2.1666666666666665,636.6500000000001,4,Highly Engaged AI Explorers
U00620,30,Male,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U00621,20,Male,2,2.0,0.0,Programming,Advanced,1.975,2,2.0,0.0,2,Cybersecurity Beginners
U00622,28,Female,13,1.625,40.31153846153846,Data Science,Advanced,3.5276923076923077,8,2.230769230769231,524.05,4,Highly Engaged AI Explorers
U00623,23,Female,2,1.0,59.52,Digital Marketing,Intermediate,3.705,2,2.0,119.04,5,Digital Marketing Learners
U00624,34,Female,2,1.0,0.0,Design,Beginner,3.915,2,1.0,0.0,7,Deep Design Learners
U00625,28,Male,4,1.3333333333333333,98.565,Cybersecurity,Intermediate,3.1950000000000003,3,2.25,394.26,2,Cybersecurity Beginners
U00626,19,Male,1,1.0,177.34,Digital Marketing,Advanced,3.89,1,3.0,177.34,5,Digital Marketing Learners
U00627,34,Female,4,1.3333333333333333,121.98,Machine Learning,Beginner,1.945,3,1.75,487.92,6,Advanced Machine Learning Learners
U00628,32,Female,2,1.0,236.14,Programming,Beginner,4.03,2,1.0,472.28,2,Cybersecurity Beginners
U00629,20,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00630,17,Male,3,1.0,98.79333333333334,Finance,Advanced,3.5933333333333333,2,2.0,296.38,2,Cybersecurity Beginners
U00631,20,Male,2,2.0,0.0,Cybersecurity,Advanced,4.19,2,2.5,0.0,2,Cybersecurity Beginners
U00632,26,Female,1,1.0,0.0,Machine Learning,Advanced,1.81,1,3.0,0.0,6,Advanced Machine Learning Learners
U00633,35,Female,14,2.0,84.10357142857143,Business,Advanced,2.855,9,2.357142857142857,1177.45,4,Highly Engaged AI Explorers
U00634,15,Female,3,1.0,92.12333333333333,Design,Advanced,3.44,2,3.0,276.37,7,Deep Design Learners
U00635,26,Female,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00636,21,Female,13,1.625,130.9023076923077,Business,Beginner,3.174615384615385,10,1.9230769230769231,1701.73,4,Highly Engaged AI Explorers
U00637,22,Female,2,1.0,264.8,Programming,Advanced,4.74,2,2.0,529.6,2,Cybersecurity Beginners
U00638,19,Female,2,1.0,28.66,Web Development,Advanced,3.705,1,3.0,57.32,9,Advanced Web Development Learners
U00639,33,Female,14,1.75,72.20428571428572,Cybersecurity,Advanced,3.0192857142857146,8,2.142857142857143,1010.86,4,Highly Engaged AI Explorers
U00640,31,Male,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U00641,32,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00642,17,Male,2,1.0,0.0,Business,Advanced,2.66,2,2.0,0.0,1,Business Advanced Learners
U00643,20,Female,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U00644,20,Female,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U00645,23,Female,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U00646,29,Female,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U00647,26,Female,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U00648,19,Male,2,1.0,236.14,Digital Marketing,Beginner,4.7,2,1.5,472.28,5,Digital Marketing Learners
U00649,32,Male,1,1.0,415.51,Artificial Intelligence,Intermediate,3.11,1,2.0,415.51,0,AI Beginner Learners
U00650,26,Female,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U00651,29,Male,4,1.3333333333333333,74.095,Programming,Beginner,3.3425000000000002,3,1.75,296.38,2,Cybersecurity Beginners
U00652,16,Female,2,1.0,197.13,Cybersecurity,Beginner,2.335,2,1.5,394.26,2,Cybersecurity Beginners
U00653,15,Male,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U00654,24,Male,2,1.0,26.93,Finance,Beginner,1.875,2,1.0,53.86,2,Cybersecurity Beginners
U00655,33,Female,1,1.0,53.86,Finance,Beginner,2.47,1,1.0,53.86,2,Cybersecurity Beginners
U00656,31,Male,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U00657,23,Male,1,1.0,89.59,Artificial Intelligence,Intermediate,2.68,1,2.0,89.59,0,AI Beginner Learners
U00658,23,Female,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U00659,33,Male,2,1.0,0.0,Finance,Beginner,4.41,2,1.0,0.0,2,Cybersecurity Beginners
U00660,22,Male,2,1.0,288.755,Artificial Intelligence,Advanced,3.16,2,2.5,577.51,0,AI Beginner Learners
U00661,23,Female,4,1.0,53.0975,Programming,Intermediate,2.87,3,2.0,212.39,2,Cybersecurity Beginners
U00662,30,Female,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U00663,35,Male,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U00664,17,Male,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U00665,35,Male,1,1.0,37.89,Web Development,Advanced,1.3,1,3.0,37.89,9,Advanced Web Development Learners
U00666,30,Female,12,1.7142857142857142,80.81,Project Management,Advanced,2.910833333333333,9,2.25,969.72,4,Highly Engaged AI Explorers
U00667,18,Female,2,1.0,106.195,Digital Marketing,Advanced,3.065,2,3.0,212.39,5,Digital Marketing Learners
U00668,34,Female,2,1.0,0.0,Marketing,Advanced,4.32,2,2.0,0.0,8,Advanced Marketing Learners
U00669,20,Female,1,1.0,248.1,Artificial Intelligence,Beginner,1.2,1,1.0,248.1,0,AI Beginner Learners
U00670,17,Male,2,1.0,0.0,Cybersecurity,Beginner,4.52,2,1.5,0.0,2,Cybersecurity Beginners
U00671,18,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00672,15,Male,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U00673,24,Female,2,1.0,190.25,Project Management,Advanced,3.07,2,2.5,380.5,0,AI Beginner Learners
U00674,21,Male,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U00675,20,Female,1,1.0,0.0,Marketing,Advanced,2.01,1,3.0,0.0,8,Advanced Marketing Learners
U00676,32,Male,2,2.0,0.0,Design,Advanced,3.1550000000000002,2,3.0,0.0,7,Deep Design Learners
U00677,35,Female,1,1.0,415.51,Artificial Intelligence,Intermediate,3.11,1,2.0,415.51,0,AI Beginner Learners
U00678,33,Female,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U00679,28,Male,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U00680,35,Female,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U00681,32,Male,2,2.0,0.0,Business,Advanced,3.3,2,2.5,0.0,1,Business Advanced Learners
U00682,33,Male,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U00683,20,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00684,28,Female,3,1.5,0.0,Design,Advanced,3.0666666666666664,2,2.3333333333333335,0.0,7,Deep Design Learners
U00685,29,Female,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U00686,35,Female,1,1.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,9,Advanced Web Development Learners
U00687,29,Female,15,1.6666666666666667,118.366,Web Development,Beginner,2.806,11,1.9333333333333333,1775.49,4,Highly Engaged AI Explorers
U00688,30,Female,2,1.0,0.39,Machine Learning,Advanced,2.85,1,3.0,0.78,6,Advanced Machine Learning Learners
U00689,19,Female,2,2.0,0.0,Design,Advanced,3.67,2,2.5,0.0,7,Deep Design Learners
U00690,29,Female,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U00691,16,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00692,27,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U00693,35,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U00694,33,Female,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U00695,31,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U00696,25,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U00697,32,Female,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U00698,32,Female,2,1.0,18.945,Marketing,Advanced,3.045,2,3.0,37.89,8,Advanced Marketing Learners
U00699,20,Male,2,1.0,0.0,Machine Learning,Advanced,3.2649999999999997,2,2.5,0.0,6,Advanced Machine Learning Learners
U00700,25,Male,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U00701,32,Male,14,1.5555555555555556,102.54785714285715,Business,Advanced,3.005,10,2.0714285714285716,1435.67,4,Highly Engaged AI Explorers
U00702,22,Female,3,1.5,0.0,Design,Advanced,2.5066666666666664,3,2.3333333333333335,0.0,7,Deep Design Learners
U00703,32,Female,3,1.0,156.45666666666668,Artificial Intelligence,Advanced,2.6533333333333333,3,2.0,469.37,0,AI Beginner Learners
U00704,30,Male,13,1.625,117.55692307692308,Project Management,Beginner,3.506153846153846,8,1.9230769230769231,1528.24,4,Highly Engaged AI Explorers
U00705,15,Male,1,1.0,0.0,Marketing,Advanced,4.79,1,3.0,0.0,8,Advanced Marketing Learners
U00706,21,Male,2,1.0,393.745,Business,Advanced,3.6900000000000004,2,2.0,787.49,1,Business Advanced Learners
U00707,29,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U00708,29,Female,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U00709,23,Female,14,1.5555555555555556,74.49428571428572,Digital Marketing,Advanced,3.5092857142857143,10,2.0,1042.92,4,Highly Engaged AI Explorers
U00710,19,Male,1,1.0,248.1,Artificial Intelligence,Beginner,1.2,1,1.0,248.1,0,AI Beginner Learners
U00711,27,Male,2,1.0,163.995,Project Management,Beginner,2.415,2,1.0,327.99,0,AI Beginner Learners
U00712,27,Female,2,1.0,0.0,Business,Advanced,3.05,2,2.5,0.0,1,Business Advanced Learners
U00713,17,Female,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U00714,25,Male,3,1.0,0.0,Data Science,Beginner,4.273333333333333,3,1.3333333333333333,0.0,3,Data Science Beginners
U00715,25,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00716,29,Male,4,1.3333333333333333,73.755,Data Science,Advanced,3.005,3,2.25,295.02,3,Data Science Beginners
U00717,34,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U00718,27,Female,2,1.0,142.525,Business,Beginner,2.42,2,1.0,285.05,1,Business Advanced Learners
U00719,25,Female,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U00720,17,Female,1,1.0,415.51,Artificial Intelligence,Intermediate,3.11,1,2.0,415.51,0,AI Beginner Learners
U00721,20,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00722,16,Female,3,1.5,92.12333333333333,Business,Advanced,1.95,3,2.3333333333333335,276.37,1,Business Advanced Learners
U00723,35,Male,14,1.5555555555555556,86.69000000000001,Project Management,Advanced,3.0942857142857143,10,2.0,1213.66,4,Highly Engaged AI Explorers
U00724,16,Female,15,1.875,91.72066666666666,Business,Intermediate,3.530666666666667,9,2.066666666666667,1375.81,4,Highly Engaged AI Explorers
U00725,28,Female,1,1.0,0.0,Web Development,Beginner,3.32,1,1.0,0.0,9,Advanced Web Development Learners
U00726,26,Female,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U00727,33,Female,4,1.0,97.4325,Digital Marketing,Advanced,3.0225,3,3.0,389.73,5,Digital Marketing Learners
U00728,17,Male,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U00729,30,Male,2,1.0,0.0,Marketing,Advanced,3.835,2,2.0,0.0,8,Advanced Marketing Learners
U00730,30,Male,2,1.0,243.96,Business,Advanced,3.31,2,3.0,487.92,1,Business Advanced Learners
U00731,16,Male,2,1.0,142.525,Business,Beginner,2.6399999999999997,2,1.0,285.05,1,Business Advanced Learners
U00732,22,Male,1,1.0,394.26,Cybersecurity,Intermediate,1.35,1,2.0,394.26,2,Cybersecurity Beginners
U00733,28,Female,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00734,20,Male,4,1.3333333333333333,74.8925,Data Science,Advanced,2.7875,3,2.25,299.57,3,Data Science Beginners
U00735,17,Male,2,1.0,106.195,Business,Advanced,2.575,2,3.0,212.39,1,Business Advanced Learners
U00736,19,Female,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00737,18,Male,2,1.0,103.635,Artificial Intelligence,Advanced,2.625,2,2.5,207.27,0,AI Beginner Learners
U00738,29,Female,3,1.0,83.42666666666666,Cybersecurity,Advanced,3.1300000000000003,3,2.3333333333333335,250.27999999999997,2,Cybersecurity Beginners
U00739,25,Female,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U00740,34,Female,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U00741,33,Female,4,1.3333333333333333,115.41250000000001,Finance,Intermediate,4.1125,3,1.75,461.65000000000003,2,Cybersecurity Beginners
U00742,29,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U00743,19,Male,4,1.0,9.4725,Programming,Advanced,1.96,3,2.0,37.89,2,Cybersecurity Beginners
U00744,15,Male,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U00745,29,Female,2,1.0,0.0,Business,Advanced,2.335,2,3.0,0.0,1,Business Advanced Learners
U00746,28,Male,2,1.0,138.185,Business,Advanced,2.3600000000000003,2,3.0,276.37,1,Business Advanced Learners
U00747,28,Female,1,1.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,9,Advanced Web Development Learners
U00748,30,Female,2,1.0,0.0,Business,Advanced,2.335,2,3.0,0.0,1,Business Advanced Learners
U00749,18,Male,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U00750,23,Female,1,1.0,487.92,Business,Advanced,3.64,1,3.0,487.92,1,Business Advanced Learners
U00751,19,Male,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U00752,30,Male,13,1.625,128.20384615384614,Design,Advanced,2.8469230769230767,9,2.0,1666.6499999999999,4,Highly Engaged AI Explorers
U00753,28,Male,2,1.0,0.0,Marketing,Beginner,3.495,2,1.5,0.0,8,Advanced Marketing Learners
U00754,33,Male,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U00755,31,Male,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U00756,33,Female,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U00757,22,Female,1,1.0,53.86,Finance,Beginner,2.47,1,1.0,53.86,2,Cybersecurity Beginners
U00758,16,Male,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U00759,22,Male,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U00760,21,Female,13,1.625,121.8223076923077,Programming,Beginner,3.2353846153846155,9,1.5384615384615385,1583.69,4,Highly Engaged AI Explorers
U00761,31,Male,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U00762,22,Female,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U00763,16,Male,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U00764,18,Male,2,2.0,0.0,Marketing,Advanced,2.495,1,3.0,0.0,8,Advanced Marketing Learners
U00765,31,Female,11,1.8333333333333333,108.0,Data Science,Intermediate,2.641818181818182,7,2.090909090909091,1188.0,4,Highly Engaged AI Explorers
U00766,31,Female,3,1.5,0.0,Marketing,Intermediate,4.333333333333333,2,2.3333333333333335,0.0,8,Advanced Marketing Learners
U00767,16,Female,14,1.5555555555555556,109.25142857142858,Programming,Advanced,3.0335714285714284,10,2.2857142857142856,1529.52,4,Highly Engaged AI Explorers
U00768,19,Male,2,1.0,0.0,Design,Advanced,3.59,2,2.0,0.0,7,Deep Design Learners
U00769,16,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U00770,29,Male,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00771,18,Male,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U00772,24,Female,13,1.625,26.354615384615386,Cybersecurity,Intermediate,3.547692307692308,9,2.0,342.61,4,Highly Engaged AI Explorers
U00773,25,Female,1,1.0,119.04,Finance,Intermediate,2.75,1,2.0,119.04,2,Cybersecurity Beginners
U00774,27,Male,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U00775,29,Female,14,1.5555555555555556,99.38571428571429,Programming,Beginner,3.281428571428571,8,1.7142857142857142,1391.4,4,Highly Engaged AI Explorers
U00776,26,Female,1,1.0,490.9,Artificial Intelligence,Beginner,4.55,1,1.0,490.9,0,AI Beginner Learners
U00777,29,Male,4,1.0,249.97,Business,Advanced,3.6675,4,2.0,999.88,1,Business Advanced Learners
U00778,33,Male,2,1.0,0.0,Machine Learning,Advanced,2.355,2,2.5,0.0,6,Advanced Machine Learning Learners
U00779,24,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U00780,32,Female,1,1.0,0.0,Programming,Intermediate,2.43,1,2.0,0.0,2,Cybersecurity Beginners
U00781,18,Female,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U00782,25,Male,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00783,35,Female,2,1.0,28.66,Data Science,Advanced,3.88,2,2.5,57.32,3,Data Science Beginners
U00784,22,Female,2,1.0,149.785,Data Science,Beginner,4.21,2,1.0,299.57,3,Data Science Beginners
U00785,17,Female,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U00786,32,Female,13,1.4444444444444444,91.82307692307693,Finance,Advanced,3.2807692307692307,8,2.3076923076923075,1193.7,4,Highly Engaged AI Explorers
U00787,29,Female,9,1.5,56.68555555555555,Programming,Beginner,3.12,6,1.6666666666666667,510.16999999999996,2,Cybersecurity Beginners
U00788,24,Male,2,1.0,0.0,Digital Marketing,Beginner,1.935,2,1.5,0.0,5,Digital Marketing Learners
U00789,17,Female,2,1.0,18.945,Data Science,Advanced,2.475,2,2.0,37.89,3,Data Science Beginners
U00790,16,Female,2,1.0,173.74499999999998,Machine Learning,Advanced,2.56,2,3.0,347.48999999999995,6,Advanced Machine Learning Learners
U00791,34,Female,2,1.0,44.795,Artificial Intelligence,Intermediate,3.305,2,2.0,89.59,0,AI Beginner Learners
U00792,20,Male,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U00793,19,Male,4,1.3333333333333333,53.0975,Digital Marketing,Advanced,3.45,3,2.25,212.39,5,Digital Marketing Learners
U00794,23,Female,2,1.0,0.0,Artificial Intelligence,Advanced,2.58,2,2.0,0.0,0,AI Beginner Learners
U00795,34,Female,3,1.0,95.01666666666667,Business,Beginner,2.9466666666666668,3,1.0,285.05,1,Business Advanced Learners
U00796,22,Female,2,2.0,106.195,Digital Marketing,Advanced,2.215,2,2.0,212.39,5,Digital Marketing Learners
U00797,20,Male,3,1.0,0.0,Design,Intermediate,3.4499999999999997,3,2.3333333333333335,0.0,7,Deep Design Learners
U00798,19,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U00799,26,Female,2,1.0,0.0,Data Science,Beginner,2.925,2,1.0,0.0,3,Data Science Beginners
U00800,29,Female,2,1.0,207.755,Artificial Intelligence,Intermediate,3.92,2,2.0,415.51,0,AI Beginner Learners
U00801,32,Female,2,1.0,207.755,Artificial Intelligence,Intermediate,3.92,2,2.0,415.51,0,AI Beginner Learners
U00802,31,Male,2,1.0,59.52,Business,Advanced,2.95,2,2.5,119.04,1,Business Advanced Learners
U00803,26,Male,3,1.0,92.12333333333333,Business,Advanced,2.9633333333333334,3,2.6666666666666665,276.37,1,Business Advanced Learners
U00804,24,Female,2,1.0,44.795,Artificial Intelligence,Beginner,1.98,2,1.5,89.59,0,AI Beginner Learners
U00805,18,Female,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U00806,27,Male,1,1.0,0.0,Data Science,Beginner,3.65,1,1.0,0.0,3,Data Science Beginners
U00807,35,Female,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
